State,Area name,"Percent of adults with less than a high school diploma, 2014-18","Percent of adults with a high school diploma only, 2014-18","Percent of adults completing some college or associate's degree, 2014-18","Percent of adults with a bachelor's degree or higher, 2014-18"
UT,Kane County,7.2,24,41.5,27.3
UT,Millard County,11.3,31,35.2,22.4
UT,Morgan County,2.4,17.7,40.4,39.5
UT,Piute County,13.1,43,24.9,18.9
UT,Rich County,1.4,30.6,43.5,24.4
UT,Salt Lake County,9.6,22.8,33.2,34.5
UT,San Juan County,16.2,30.6,34.8,18.4
UT,Sanpete County,10.3,27.7,43.2,18.8
UT,Sevier County,10.1,33.1,39.7,17.1
UT,Summit County,5.1,15,24.5,55.3
UT,Tooele County,9,30.3,37.7,23
UT,Uintah County,13.9,35.2,36.2,14.7
UT,Utah County,5.8,16.3,37.8,40.1
UT,Wasatch County,4.9,20.4,34,40.6
UT,Washington County,7.5,23.3,41.5,27.7
UT,Wayne County,11.5,21.9,41.4,25.2
UT,Weber County,9.7,29.4,37.1,23.8
VT,Vermont,7.4,29.2,26.1,37.3
VT,Addison County,7.1,30.5,25.7,36.7
VT,Bennington County,8.1,29.3,26.8,35.7
VT,Caledonia County,9.1,36.1,26.8,28.1
VT,Chittenden County,5.9,19.2,24.2,50.7
VT,Essex County,14.2,45.5,24.7,15.6
VT,Franklin County,9.2,38.2,28.9,23.7
VT,Grand Isle County,5.7,28.1,27,39.2
VT,Lamoille County,7.4,25.1,30.2,37.3
VT,Orange County,8.2,35.5,27.2,29.1
VT,Orleans County,12.4,38.3,27.6,21.6
VT,Rutland County,7.7,35.1,26.9,30.3
VT,Washington County,6.6,27.3,24.7,41.5
VT,Windham County,6.6,30.2,24.6,38.6
VT,Windsor County,6.8,30.1,26.8,36.3
VA,Virginia,10.7,24.1,27,38.2
VA,Accomack County,18.7,38.8,23.9,18.5
VA,Albemarle County,8.6,16.6,21.3,53.5
VA,Alleghany County,14.4,40,30.2,15.4
VA,Amelia County,16.5,39.2,28.5,15.9
VA,Amherst County,14.8,35.7,30.3,19.2
VA,Appomattox County,15.9,34.5,29.9,19.8
VA,Arlington County,5.9,8.1,11.4,74.6
VA,Augusta County,12.6,38.2,25.7,23.5
VA,Bath County,12.8,41.3,31,14.9
VA,Bedford County,10.2,31.3,29.6,28.9
VA,Bland County,8.5,39.9,34.3,17.4
VA,Botetourt County,7.4,32.3,31.6,28.7
VA,Brunswick County,21,37.5,27.2,14.3
VA,Buchanan County,29.7,36.1,23.6,10.6
VA,Buckingham County,22.1,43.8,22.8,11.3
VA,Campbell County,14,31.5,31.9,22.5
VA,Caroline County,14.4,37.5,28.1,20.1
VA,Carroll County,19.2,36.3,31.4,13.1
VA,Charles City County,21.4,38.7,26.6,13.3
VA,Charlotte County,16.1,43.6,30.1,10.2
VA,Chesterfield County,7.9,23.4,28.8,39.9
VA,Clarke County,11.3,28.9,27.6,32.2
VA,Craig County,7.5,43.1,31,18.5
VA,Culpeper County,14.8,30.2,30.3,24.7
VA,Cumberland County,19,34.9,28.6,17.5
VA,Dickenson County,24.5,37.1,28.4,10
VA,Dinwiddie County,16.4,37.4,29,17.2
VA,Essex County,17.2,37.7,28.6,16.5
VA,Fairfax County,7.9,12.8,18.2,61.1
VA,Fauquier County,7.8,26.8,29.6,35.9
VA,Floyd County,14.5,33.5,29.8,22.3
VA,Fluvanna County,9,24.1,32.4,34.5
VA,Franklin County,13,34.8,31.6,20.5
VA,Frederick County,11.4,32.6,28,28.1
VA,Giles County,11.8,37.5,32.5,18.2
VA,Gloucester County,10.9,33.2,33.1,22.8
VA,Goochland County,9.1,25.7,26,39.2
VA,Grayson County,17.9,39.6,30,12.5
VA,Greene County,13.6,30.7,27.9,27.8
VA,Greensville County,24,41.1,26,9
VA,Halifax County,18.1,37,29.1,15.9
VA,Hanover County,6.9,25.6,28.3,39.2
VA,Henrico County,8.5,21.7,26.8,42.9
VA,Henry County,21.2,34.3,31.8,12.8
VA,Highland County,13.1,35.7,28.1,23.1
VA,Isle of Wight County,12.5,27,32.3,28.2
VA,James City County,5,18.7,26.8,49.6
VA,King and Queen County,14,39.6,26.7,19.8
VA,King George County,6.5,28,30.9,34.6
VA,King William County,10.2,36.1,33.3,20.4
VA,Lancaster County,11.1,30.4,27.7,30.9
VA,Lee County,24.3,33.9,30.5,11.4
VA,Loudoun County,6.5,12.4,20.3,60.8
VA,Louisa County,15.8,33.9,26.8,23.4
VA,Lunenburg County,22.4,39.8,27.3,10.6
VA,Madison County,13,35.9,26.9,24.2
VA,Mathews County,9.4,32,30.7,28
VA,Mecklenburg County,19.4,31.8,30.4,18.4
VA,Middlesex County,14,32.2,32,21.8
VA,Montgomery County,7.5,22.2,24.5,45.8
VA,Nelson County,14.4,31.5,22.1,32.1
VA,New Kent County,7.2,33,31.3,28.4
VA,Northampton County,17.8,35.9,24.7,21.6
VA,Northumberland County,9.4,32.4,29.7,28.5
VA,Nottoway County,21.8,37.9,27.5,12.7
VA,Orange County,11.6,34.9,29.3,24.3
VA,Page County,18.6,44.3,23.2,13.9
VA,Patrick County,20.6,34.9,30.6,13.9
VA,Pittsylvania County,18,35.3,32.8,13.9
VA,Powhatan County,9.8,30.3,31.1,28.8
VA,Prince Edward County,13.3,32.7,25.8,28.1
VA,Prince George County,10,32.6,33.3,24
VA,Prince William County,11.5,20.7,27.7,40.1
VA,Pulaski County,13.8,32.7,34.1,19.4
VA,Rappahannock County,11,28.7,27.3,32.9
VA,Richmond County,17.6,38.8,27.9,15.7
VA,Roanoke County,7.8,25.5,31.9,34.8
VA,Rockbridge County,13.5,33.5,26.5,26.5
VA,Rockingham County,16.5,34.8,22.8,25.9
VA,Russell County,20.7,36.1,29.7,13.5
VA,Scott County,18.8,37.2,29.6,14.4
VA,Shenandoah County,13.1,38,28.8,20.1
VA,Smyth County,16.9,37.9,30.9,14.3
VA,Southampton County,16,30.4,35.8,17.8
VA,Spotsylvania County,9.8,29.6,29.1,31.5
VA,Stafford County,6.3,22.5,31.4,39.8
VA,Surry County,13.6,34.9,33.8,17.6
VA,Sussex County,24.1,41.5,21.8,12.6
VA,Tazewell County,18.8,36.3,29.6,15.3
VA,Warren County,13.7,36,29.2,21.1
VA,Washington County,15,33.1,29.4,22.5
VA,Westmoreland County,13.9,32.6,33.1,20.3
VA,Wise County,25.2,30.7,29.6,14.5
VA,Wythe County,14,38.4,29.1,18.5
VA,York County,5.6,18.1,30.8,45.4
VA,Alexandria city,7.5,12,18.4,62.1
VA,Bedford city,,,,
VA,Bristol city,16.3,30.4,29.2,24.1
VA,Buena Vista city,17.5,39,27.7,15.9
VA,Charlottesville city,9.1,18.7,19.7,52.6
VA,Chesapeake city,7.8,25,34.7,32.5
VA,Clifton Forge city,,,,
VA,Colonial Heights city,9.1,32.2,35.4,23.2
VA,Covington city,13.7,43.3,27.8,15.3
VA,Danville city,18,29.8,33.9,18.4
VA,Emporia city,22.4,35.9,28.3,13.4
VA,Fairfax city,7,13.2,21.1,58.7
VA,Falls Church city,1.2,5.5,14.8,78.5
VA,Franklin city,17.2,30.6,31.1,21.1
VA,Fredericksburg city,10.3,23.2,24.4,42.1
VA,Galax city,28.6,33.3,25.8,12.4
VA,Hampton city,8.8,28.2,36.2,26.8
VA,Harrisonburg city,15.9,26.4,21.7,36
VA,Hopewell city,18.5,36.4,31.7,13.5
VA,Lexington city,10,26.1,24.3,39.5
VA,Lynchburg city,11.1,25.4,28.8,34.8
VA,Manassas city,17.1,26.5,26.6,29.7
VA,Manassas Park city,19.8,23.7,27.2,29.2
VA,Martinsville city,17.2,31.2,30.2,21.3
VA,Newport News city,9.9,28.6,36,25.5
VA,Norfolk city,12.3,25.6,34.1,28
VA,Norton city,19.2,24.4,39.4,16.9
VA,Petersburg city,19,34.3,28.6,18
VA,Poquoson city,4,26,27.2,42.8
VA,Portsmouth city,12.5,29.8,36.5,21.3
VA,Radford city,10,23.5,27.4,39.1
VA,Richmond city,15,22.3,24.2,38.5
VA,Roanoke city,14.5,32.7,29,23.8
VA,Salem city,10.4,28.7,31.9,29.1
VA,Staunton city,10.7,29.6,25.7,34
VA,Suffolk city,11.2,28.1,32.6,28.1
VA,Virginia Beach city,6.8,21.4,36.6,35.2
VA,Waynesboro city,13.4,32.8,28.9,25
VA,Williamsburg city,4.4,19.3,19.7,56.7
VA,Winchester city,16.9,25,24.2,33.9
WA,Washington,8.9,22.2,33.7,35.3
WA,Adams County,35.4,27.1,23.9,13.6
WA,Asotin County,10,28.1,41.4,20.5
WA,Benton County,9.9,24.3,35.9,30
WA,Chelan County,16.7,27.2,29.5,26.7
WA,Clallam County,7.3,26.2,40.5,26.1
WA,Clark County,7.7,23.9,38.6,29.8
WA,Columbia County,8.1,24,43.1,24.9
WA,Cowlitz County,11.5,30.7,41.2,16.6
WA,Douglas County,18.2,29,33.6,19.2
WA,Ferry County,13.9,34.5,33.4,18.2
WA,Franklin County,25.2,26,31.5,17.3
WA,Garfield County,3.3,31.8,39.7,25.2
WA,Grant County,23.9,26.6,31.9,17.6
WA,Grays Harbor County,11.1,32.9,40.2,15.8
WA,Island County,4.7,22.4,39.9,33
WA,Jefferson County,5.3,20.9,32,41.8
WA,King County,7,15.2,26.3,51.4
WA,Kitsap County,5.6,22.6,39.6,32.2
WA,Kittitas County,7.9,23.5,33.8,34.8
WA,Klickitat County,12.2,25.5,33.5,28.9
WA,Lewis County,12.2,29.5,41.5,16.8
WA,Lincoln County,8.6,28.7,39.1,23.6
WA,Mason County,12.6,31.3,38.2,18
WA,Okanogan County,16.5,30.1,34.4,19
WA,Pacific County,12,30.1,39.9,18
WA,Pend Oreille County,10.2,30.2,39.4,20.2
WA,Pierce County,8.7,27.5,37.4,26.4
WA,San Juan County,4.1,16.7,30.7,48.6
WA,Skagit County,10.3,26.3,37.1,26.3
WA,Skamania County,8.6,31,36.6,23.8
WA,Snohomish County,7.8,23.8,36.6,31.9
WA,Spokane County,6.3,23.6,39.7,30.4
WA,Stevens County,9.5,34.5,37.5,18.5
WA,Thurston County,6,21.3,37,35.7
WA,Wahkiakum County,8.8,29.2,42.9,19
WA,Walla Walla County,12.2,20.6,38.7,28.6
WA,Whatcom County,7.7,23.3,35.1,33.9
WA,Whitman County,4.8,16.1,29.6,49.5
WA,Yakima County,26.9,28.2,28.9,16
WV,West Virginia,13.5,40.5,25.7,20.3
WV,Barbour County,14.3,46.1,23.1,16.6
WV,Berkeley County,11.2,37.5,30.4,21
WV,Boone County,20.3,50.6,20.7,8.4
WV,Braxton County,19.5,47.5,17.9,15.1
WV,Brooke County,8.8,41.7,30.1,19.4
WV,Cabell County,12,33.1,29.3,25.7
WV,Calhoun County,19.2,48.5,21.3,11
WV,Clay County,24.3,53.5,12.7,9.5
WV,Doddridge County,17.3,45.1,21.9,15.7
WV,Fayette County,17.7,43,24.2,15.2
WV,Gilmer County,15.2,44.2,26.2,14.4
WV,Grant County,19.2,45.3,21.1,14.4
WV,Greenbrier County,15,38.6,26.4,19.9
WV,Hampshire County,18.9,44.9,24,12.2
WV,Hancock County,10.6,41.2,29.7,18.5
WV,Hardy County,20,46.4,19.1,14.5
WV,Harrison County,11.6,38.3,27.7,22.5
WV,Jackson County,12.7,44,26.1,17.1
WV,Jefferson County,10.7,32.1,26.3,30.8
WV,Kanawha County,11.9,37.5,25.7,24.9
WV,Lewis County,13,49.5,24.2,13.3
WV,Lincoln County,19.1,46.8,25.3,8.7
WV,Logan County,19.8,43.9,26.3,10
WV,McDowell County,33.6,44.9,16.1,5.4
WV,Marion County,10.7,40.2,25.7,23.4
WV,Marshall County,9,43.2,29.3,18.5
WV,Mason County,14.5,46.5,26.6,12.4
WV,Mercer County,15.5,39.7,24.8,20
WV,Mineral County,9.1,48.4,27.8,14.7
WV,Mingo County,24.5,43.2,22.8,9.5
WV,Monongalia County,7.7,28.8,22.2,41.3
WV,Monroe County,16.5,52.2,17.5,13.8
WV,Morgan County,14.2,39.9,28.6,17.3
WV,Nicholas County,13.3,49.3,22.2,15.2
WV,Ohio County,7,34.8,27.4,30.8
WV,Pendleton County,18,51.9,15.9,14.2
WV,Pleasants County,10.7,50.4,26,12.9
WV,Pocahontas County,15.6,47.5,20.5,16.3
WV,Preston County,13.6,48.8,22.1,15.4
WV,Putnam County,7.3,37.3,28.7,26.7
WV,Raleigh County,14,40.2,27.5,18.3
WV,Randolph County,16.2,48.4,19.1,16.3
WV,Ritchie County,17.4,48.4,23.7,10.5
WV,Roane County,22.4,43,22.2,12.4
WV,Summers County,14.4,44.1,27.6,13.9
WV,Taylor County,11.6,46,25.1,17.2
WV,Tucker County,11.6,49,21.9,17.5
WV,Tyler County,11.9,48.7,25.4,13.9
WV,Upshur County,16.4,48,18.8,16.8
WV,Wayne County,20.2,40.1,24.6,15.1
WV,Webster County,20.8,49.7,20.2,9.3
WV,Wetzel County,13.9,50.7,22.8,12.7
WV,Wirt County,16,43.2,31.1,9.7
WV,Wood County,10.3,34.9,33,21.8
WV,Wyoming County,20,49.1,21.4,9.5
WI,Wisconsin,8.1,30.9,31.5,29.5
WI,Adams County,12.9,42.8,31.9,12.4
WI,Ashland County,7.9,35.6,35.4,21.1
WI,Barron County,9.8,37.1,33.2,19.9
WI,Bayfield County,5.1,28.8,35.6,30.5
WI,Brown County,8,30.2,32.1,29.6
WI,Buffalo County,8.3,41.5,32.2,17.9
WI,Burnett County,6.9,37.8,35.2,20
WI,Calumet County,6,31.6,33.6,28.7
WI,Chippewa County,7.5,36.3,36.1,20.1
WI,Clark County,18.1,41.6,28.9,11.5
WI,Columbia County,7,33.9,35.9,23.2
WI,Crawford County,9,40.2,33,17.8
WI,Dane County,4.4,17.9,27,50.7
WI,Dodge County,9,41.7,32.7,16.5
WI,Door County,6,31.1,30.7,32.1
WI,Douglas County,6.6,31.1,38.4,24
WI,Dunn County,6.4,34.1,31.5,28
WI,Eau Claire County,6.5,25.3,36.4,31.8
WI,Florence County,6.9,39,35.8,18.3
WI,Fond du Lac County,8.3,36.6,32.4,22.7
WI,Forest County,11.3,38.6,34.6,15.6
WI,Grant County,7.7,36.4,32.9,23
WI,Green County,7.5,35.9,33.5,23
WI,Green Lake County,10.8,39.9,30,19.3
WI,Iowa County,5.1,35.1,35.5,24.3
WI,Iron County,6.3,33.8,39.9,20
WI,Jackson County,11.6,40,34,14.4
WI,Jefferson County,8.5,33.8,32.9,24.8
WI,Juneau County,11.9,41.8,32.7,13.6
WI,Kenosha County,9.8,31,33.4,25.7
WI,Kewaunee County,7.1,40.8,33,19.1
WI,La Crosse County,5.4,25.4,34.9,34.3
WI,Lafayette County,9.8,38.9,32.4,18.9
WI,Langlade County,9.4,42.5,31.6,16.5
WI,Lincoln County,8.7,38.5,34.5,18.3
WI,Manitowoc County,8.7,38.5,32.8,19.9
WI,Marathon County,8.3,34.5,31.6,25.6
WI,Marinette County,8.9,42.9,33.2,15
WI,Marquette County,11.6,41.8,32.5,14.2
WI,Menominee County,8.8,43.4,30.6,17.2
WI,Milwaukee County,12.2,28.2,29.1,30.5
WI,Monroe County,9.7,37.3,33,19.9
WI,Oconto County,9.7,43.3,31.1,16
WI,Oneida County,7.1,32.4,33.5,27.1
WI,Outagamie County,6.3,32.3,32.5,28.9
WI,Ozaukee County,3.6,20,28,48.4
WI,Pepin County,9,39.7,32.1,19.2
WI,Pierce County,5.2,32.6,34,28.2
WI,Polk County,6.5,37.7,35.3,20.4
WI,Portage County,6.7,31.8,29.5,32
WI,Price County,8.8,40.3,34,16.9
WI,Racine County,10,31.6,33.7,24.7
WI,Richland County,10,40.9,30.2,18.9
WI,Rock County,9.4,36.4,32.4,21.8
WI,Rusk County,13.3,41,29.9,15.8
WI,St. Croix County,3.7,25.9,36.7,33.7
WI,Sauk County,9.3,34.4,32.4,23.8
WI,Sawyer County,8.3,34.5,34,23.2
WI,Shawano County,8.7,44.5,30.7,16.1
WI,Sheboygan County,7.3,36.3,32.4,23.9
WI,Taylor County,11.4,45.1,28.8,14.7
WI,Trempealeau County,10.2,38.8,31.6,19.4
WI,Vernon County,11.4,37.6,29.1,21.8
WI,Vilas County,6.7,31.1,35.1,27.1
WI,Walworth County,9.4,31.6,30.7,28.3
WI,Washburn County,7.7,35.9,34.1,22.3
WI,Washington County,5.2,30.3,33.8,30.7
WI,Waukesha County,3.9,23.1,29.2,43.8
WI,Waupaca County,8.1,42.8,30,19.1
WI,Waushara County,13.8,41.8,28.7,15.7
WI,Winnebago County,7.2,33.6,31.9,27.3
WI,Wood County,7.2,37.7,33.5,21.6
WY,Wyoming,7.1,28.7,37.3,26.9
WY,Albany County,4,16,30,49.9
WY,Big Horn County,10.1,29.1,42.1,18.8
WY,Campbell County,7.7,34,39,19.2
WY,Carbon County,9.8,35.2,34.7,20.3
WY,Converse County,10.1,38.2,34.5,17.2
WY,Crook County,6.8,29,41.8,22.4
WY,Fremont County,8.8,31.1,36.6,23.5
WY,Goshen County,7.4,29.1,39,24.5
WY,Hot Springs County,5.6,28,43.3,23.1
WY,Johnson County,4.4,29.2,37.5,28.8
WY,Laramie County,6.8,25.8,38.7,28.7
WY,Lincoln County,6.2,31.8,39.5,22.6
WY,Natrona County,7.5,29,40.8,22.7
WY,Niobrara County,11.9,31.3,40.2,16.6
WY,Park County,5.2,26.7,36,32.1
WY,Platte County,6.6,37,34.6,21.7
WY,Sheridan County,4.8,24.3,40.9,30
WY,Sublette County,3.7,35.5,35.5,25.2
WY,Sweetwater County,9,33.3,35.7,22
WY,Teton County,5.6,13.2,23.8,57.4
WY,Uinta County,7.2,40.1,37.2,15.4
WY,Washakie County,10.4,30.3,37.7,21.5
WY,Weston County,7.8,35.8,37.3,19.2
PR,Puerto Rico,24.5,27.9,22.3,25.3
PR,Adjuntas Municipio,36.1,25.3,20.7,17.9
PR,Aguada Municipio,33.9,24.5,22.2,19.4
PR,Aguadilla Municipio,28,28.5,19.8,23.7
PR,Aguas Buenas Municipio,32.5,29,21,17.6
PR,Aibonito Municipio,23.4,35.9,20.9,19.8
PR,Añasco Municipio,30.7,29.1,22.1,18.1
PR,Arecibo Municipio,24.3,29.7,23.3,22.8
PR,Arroyo Municipio,22.5,40.9,22.6,14
PR,Barceloneta Municipio,26.6,32,21.5,19.9
PR,Barranquitas Municipio,28.3,34.2,19.2,18.3
PR,Bayamón Municipio,19.9,24,27.6,28.6
PR,Cabo Rojo Municipio,31,25,18,26
PR,Caguas Municipio,19.3,26.6,23.4,30.6
PR,Camuy Municipio,28.5,27.9,23.1,20.6
PR,Canóvanas Municipio,25.7,32.5,20.2,21.7
PR,Carolina Municipio,15.9,26.1,26.5,31.5
PR,Cataño Municipio,27.4,29.7,23.4,19.4
PR,Cayey Municipio,26.3,30.4,20.4,22.9
PR,Ceiba Municipio,27.1,30.7,23.3,18.9
PR,Ciales Municipio,33.3,31,20.6,15.1
PR,Cidra Municipio,24,30.8,21.7,23.5
PR,Coamo Municipio,24.5,36,18,21.5
PR,Comerío Municipio,33.6,30.7,24.3,11.3
PR,Corozal Municipio,31.1,28.9,23.2,16.8
PR,Culebra Municipio,30.6,36,17.9,15.5
PR,Dorado Municipio,21.8,27.4,20.5,30.3
PR,Fajardo Municipio,21,34,21.5,23.5
PR,Florida Municipio,20.8,38.5,28.2,12.5
PR,Guánica Municipio,31.3,37,16,15.8
PR,Guayama Municipio,23.9,38.7,17.5,19.9
PR,Guayanilla Municipio,26,29.7,21.4,23
PR,Guaynabo Municipio,15.8,16.1,22.4,45.6
PR,Gurabo Municipio,21.6,22.7,21.4,34.2
PR,Hatillo Municipio,30.3,22.7,22.2,24.8
PR,Hormigueros Municipio,24.6,31.9,21.2,22.3
PR,Humacao Municipio,23.7,31.4,22.1,22.8
PR,Isabela Municipio,28.7,29.6,19.5,22.2
PR,Jayuya Municipio,23.2,38.8,20.6,17.5
PR,Juana Díaz Municipio,24,31.6,18.9,25.5
PR,Juncos Municipio,25.2,30.9,24.7,19.2
PR,Lajas Municipio,38.1,25.5,21.1,15.2
PR,Lares Municipio,37.5,22.3,22.1,18.1
PR,Las Marías Municipio,45.6,29.7,10.8,14
PR,Las Piedras Municipio,22.7,27,29.5,20.8
PR,Loíza Municipio,25.5,38,22.2,14.3
PR,Luquillo Municipio,24,32.6,23.8,19.5
PR,Manatí Municipio,28.2,28.3,21.5,22.1
PR,Maricao Municipio,48.8,31.1,10.2,9.9
PR,Maunabo Municipio,33.8,25.5,22.8,18
PR,Mayagüez Municipio,28.7,28.7,17.5,25.1
PR,Moca Municipio,32.4,30.5,18.3,18.8
PR,Morovis Municipio,30.9,25.6,26.6,16.9
PR,Naguabo Municipio,28.9,32.6,19.3,19.1
PR,Naranjito Municipio,29.7,24.9,28.8,16.5
PR,Orocovis Municipio,33.5,34.5,15.7,16.3
PR,Patillas Municipio,28.7,28.6,26.9,15.8
PR,Peñuelas Municipio,27.9,28.4,21.3,22.4
PR,Ponce Municipio,23.1,31.1,19.2,26.6
PR,Quebradillas Municipio,27.7,31.5,22.4,18.4
PR,Rincón Municipio,32,24.5,20.2,23.3
PR,Río Grande Municipio,23.7,32.9,22.2,21.2
PR,Sabana Grande Municipio,27.1,33.5,19.7,19.6
PR,Salinas Municipio,26.7,38.1,17.3,17.9
PR,San Germán Municipio,30.3,30.7,15.6,23.4
PR,San Juan Municipio,19.7,22.1,22,36.2
PR,San Lorenzo Municipio,28.4,27.2,24.4,19.9
PR,San Sebastián Municipio,33.7,26.7,21.3,18.3
PR,Santa Isabel Municipio,18.2,39.1,18.7,24.1
PR,Toa Alta Municipio,18.8,25.1,26.1,30
PR,Toa Baja Municipio,19.8,27.7,26.9,25.6
PR,Trujillo Alto Municipio,16.2,25.1,24.2,34.6
PR,Utuado Municipio,27.2,30.4,24.3,18.1
PR,Vega Alta Municipio,26.9,28.3,23.8,21
PR,Vega Baja Municipio,31.1,23,25.2,20.7
PR,Vieques Municipio,25.1,37.3,17,20.6
PR,Villalba Municipio,24.4,36.7,18.7,20.1
PR,Yabucoa Municipio,30.2,25,26.3,18.6
PR,Yauco Municipio,27.9,31.5,16.1,24.6
